Family,学名,图片,标签,简介,介绍
felidae,猫科,http://b.hiphotos.baidu.com/baike/w%3D480/sign=e36871b9bd096b6381195f583c328733/a044ad345982b2b7398c8f5232adcbef76099b11.jpg,自然 生物物种 动物,猫科包括狮子、老虎和豹等动物，是食肉目的9个科中最为肉食性的哺乳动物。第一种的猫科动物出现于渐新世，人们更熟悉的家猫和人类在1000年前开始有关连。,猫科是猫形类中分布最广且是唯一现代可见于新大陆的一科，其中包括一些人们最熟悉，最引人注目的动物。猫科是食肉目中肉食性最强的一科，是高超的猎手，其中大型成员往往是各地的顶级食肉动物。多数猫科动物善于隐蔽，用伏击的方式捕猎，身上常有花斑，可以与环境融为一体。而今多数猫科动物却因为这些美丽的花斑而被人捕捉用来制作高档时装，加上栖息地破坏等其它原因，使猫科动物受到严重威胁。而猫科动物最为重要的食肉动物特别是顶级食肉动物，其数量的减少给生态环境造成较大的影响。猫科动物起源于类似猎猫类的原始类型，猎猫类形态和性类似现今的猫科动物而较原始，以前作为猫科动物的一个亚科，现今则多作为独立的猎猫科nimravidae。猎猫科大体占据和猫科类似的生态地位，比较多样化，多数犬齿比较发达，其中有些成员如始剑虎eusmilus等发展出了类似剑齿虎的发达的上犬齿，是当时厚皮动物的主要捕食者。真正的猫科诞生后向着两个方向发展，一只上犬齿逐渐延长，另一支犬齿趋于变小而身体比较灵活。上犬齿逐渐延长的这一只被归入剑齿虎亚科machairodontinae，其中以晚期的剑齿虎smilodon为代表。剑齿虎大概是所有史前哺乳动物中最引人注目的，体型巨大，上犬齿特别发达，可能以厚皮动物为食，并随着厚皮动物的减少而消失。犬齿趋于变小的猫科动物又可以分成三支，一般分成三个亚科。
