Class,学名,图片,标签,简介,介绍
actinomycetes,放线菌纲,https://timgsa.baidu.com/timg?image&quality=80&size=b9999_10000&sec=1492776180609&di=105d21ca80461e9afe75416fe6336d5e&imgtype=0&src=http%3A%2F%2Fc.hiphotos.baidu.com%2Fbaike%2Fs%253D220%2Fsign%3D38aefdccb3de9c82a265fe8d5c8380d2%2Fd31b0ef41bd5ad6e77327d1f81cb39dbb7fd3c7f.jpg,自然 细菌 生物物种 微生物,因其菌落呈放射状而得名。大多有基内菌丝和气生菌丝，少数无气生菌丝，多数产生分生孢子，有些形成孢囊和孢囊孢子。依靠孢子繁殖。,表面上和属于真核生物的真菌类似，从前被分类为“放线菌目”(Actinomycetes)。但因为放线菌没有核膜，且细胞壁由肽聚糖组成，和其它细菌一样。目前通过分子生物学方法，放线菌的地位被肯定为广义细菌的一个大分支。放线菌用革兰氏染色可染成紫色（阳性），和另一类革兰氏阳性菌——厚壁菌门相比，放线菌的GC含量较高。放线菌大部分是腐生菌，普遍分布于土壤中，一般都是好气性，有少数是和某些植物共生的，也有是寄生菌，可致病，寄生菌一般是厌气菌。放线菌有一种土霉味，使水和食物变味，有的放线菌也能和霉菌一样使棉毛制品或纸张霉变。放线菌在培养基中形成的菌落比较牢固，长出孢子后，菌落有各种颜色的粉状外表，和细菌的菌落不同，但不能扩散性的向外生长，和霉菌的也不同。放线菌有菌丝，菌丝直径有1μ，和细菌的宽度相似，但菌丝内没有横隔，和霉菌又不同。
