Genus,学名,图片,标签,简介,介绍
panthera,豹属,http://d.hiphotos.baidu.com/baike/s%3D220/sign=8a6f399fb6fd5266a32b3b169b199799/3812b31bb051f8198dbc363edab44aed2e73e72c.jpg,生物物种 动物,豹属Panthera均为大型猫科，有5种：虎Panthera tigris，狮Panthera leo、美洲豹（美洲虎）Panthera onca、豹Panthera pardus、雪豹 Panthera uncia。,老虎体长2米以上，全身有显著黑斑或条纹 虎 虎 ，尾长通常超过体长之半。颅形狭长，头骨的吻鼻部较长，从眼眶前缘至吻端之距，超过眼窝的直径约为颅全长的四分之一。鼻骨较宽，其后部逐渐变尖，末端微向下凹。上颌骨的升支后援未达到鼻骨后部。额骨高于顶骨。裂齿具长而尖利的刃叶。美洲豹分布于北美西南部和南美洲，体长150～230厘米，尾长60～90厘米，肩高75～90厘米，体重39～160千克，为西半球最大的猫科动物，独居，夜行性，区别于豹的特点是是毛皮的环纹圈中有黑斑点。豹广泛分布于亚洲、非洲及阿拉伯半岛，有20余亚种，我国有3亚种，体长100～150厘米，体重50～100千克。
