Species,学名,图片,标签,简介,介绍
Platypus duckbill,鸭嘴兽,http://g.hiphotos.baidu.com/baike/w%3D268%3Bg%3D0/sign=a898fce4097b02080cc938e75ae295ee/9d82d158ccbf6c814694f8a9bf3eb13532fa40d4.jpg,鸭獭 有趣的动物 鸭嘴兽泰瑞,鸭嘴兽是最原始的哺乳动物之一，它是未完全进化的哺乳动物，种类极少，同属之中只有鸭嘴兽一种动物，也是最低等的哺乳动物之一；18世纪后期，乔治·肖收到鸭嘴兽标本，以为这种生物是恶作剧的产物，后于1799年命名。鸭嘴兽嘴和脚像鸭子，而身体和尾部像海狸。2500万年前就已出现，至今仍生活在澳大利亚。由于鸭嘴兽数量较少且分布较小，故暂未发现亚种。,鸭嘴兽仅分布于澳大利亚东部地区和塔斯马尼亚州。鸭嘴兽全身裹着柔软褐色的浓密短毛，脑颅与针鼹相比，较小，大脑呈半球状，光滑无回。四肢很短，五趾具钩爪，趾间有薄膜似的蹼，酷似鸭足，在行走或挖掘时，蹼反方向褶于掌部。它通身长满柔软的皮毛，像一层上好的防水衣，嘴巴极宽扁，像面具一样装在脑袋上，形似鸭嘴，质地柔软，似皮革一般，上面布满神经，能像雷达扫描器一般，接受其它动物发出的电波。鸭嘴兽仗着这一利器，在水中寻找食物和辨明方向。嘴内有宽的角质牙龈，但没有牙齿，尾大而扁平，占体长的1/4，在水里游泳时起着舵的作用。成年鸭嘴兽长度有40～50公分，重量雌性在700～1600克之间，雄性在1000～2400克之间。 鸭嘴兽体温很低，而且能够迅速波动。鸭嘴兽是极少数用毒液自卫的哺乳动物之一。在雄性鸭嘴兽的膝盖背面有一根空心的刺，在用后肢向敌人猛戳时它会放出毒液。鸭嘴兽分泌毒物是为了显示它们在交配季节中的主导地位。雄性鸭嘴兽会通过它脚掌下面的小倒钩来分泌毒素。鸭嘴兽身上只有三种它自己特有的毒素，其余毒素在其他动物身上也有发现，例如：海星、海葵、蜘蛛、蛇和蜥蜴。这83种不同的毒素基因可以归类为13个不同的基因家族。这些毒素的不同组合，可能会引起炎症、神经损伤、肌肉收缩和血液凝固等症状，令人死亡。在野外遭遇鸭嘴兽，绝不能掉以轻心。鸭嘴兽栖息在河流、湖泊中，平时喜穴居水畔。常把窝建造在沼泽或河流的岸边，洞口开在水下，包括山涧、死水或污浊的河流，湖泊和池塘。它在岸上挖洞作为隐蔽所，洞穴与毗连的水域相通。除了哺乳期外，鸭嘴兽一生都过着独居的生活，大多时间都在水里，是游泳能手。它的皮毛有油脂，能保持它身体在较冷的水中仍保持温暖。游泳时，用前肢蹼足划水，靠后肢掌握方向，捕食一些生活在河中的小的水生动物，靠电信号及其触觉敏感的鸭嘴寻找在河床底的食物。 鸭嘴兽是夜行性生物，它们惯于白天睡觉，夜晚活动，冬季不活动或冬眠。鸭嘴兽喜欢吃一些小的水生动物，如昆虫的幼卵、虾米和蠕虫，通常在清晨和黄昏的时候在水边猎食甲壳类、蚯蚓等动物。但是鸭嘴兽没有哺乳动物般尖利的牙齿，每次在水中逮到食物，先藏在腮帮子里，然后浮上水面，用嘴巴里的颌骨上下夹击后才大快朵颐。鸭嘴兽食量很大，每天所消耗食物与自身体重相等。
