Kingdom,学名,图片,标签,简介,详细介绍
achaean,古菌界,https://timgsa.baidu.com/timg?image&quality=80&size=b9999_10000&sec=1492169642213&di=46874b6639c9df10c5e67ac99760a07a&imgtype=0&src=http%3A%2F%2Fspswxy.ujs.edu.cn%2Fk8et1885eghhr%2Fkeyan%2Fpic%2F1275377264_1.jpg,自然  生物物种  微生物,古细菌界一类称为古细菌的有机体，与其他细菌（真细菌）一样不具有明确的细胞核，过去被一起归之于原核生物，以与有核的真核生物相区分。,所谓古细菌就是远古时代特殊生态环境下生活的细菌，其生活习性和化学组成都很特殊。它适合生活于高温、高盐和缺氧的环境。细胞壁不含肽聚糖；细胞膜的脂类与其他任何生物都不一样；RNA聚合酶和核糖体中的一种蛋白质都和真核细胞相似而和原核细胞不同。它们可能是地球形成初期古老细菌的代表，保持了古老的形态，很早就和其他细菌分道扬镳。所以，有人主张把古细菌从原核生物中划出来另立一个古细菌界，与原核生物、真核生物并列为界。
