,学名,图片,标签,简介,介绍
south China tiger,华南虎,http://f.hiphotos.baidu.com/baike/w%3D268%3Bg%3D0/sign=ff5ac4431c178a82ce3c78a6ce3814b0/8435e5dde71190ef0bbaac50cc1b9d16fcfa60ff.jpg,国家一级保护动物 珍稀动物 中国虎,华南虎 拉丁学名：Panthera tigris Amoyensis （厦门虎，南中国虎）。于1981年被列入CITES公约附录Ⅰ保护名单，亦称“中国虎”，华南虎头圆，耳短，四肢粗大有力，尾较长，胸腹部杂有较多的乳白色，全身橙黄色并布满黑色横纹。毛皮上有既短又窄的条纹，条纹的间距较孟加拉虎、西伯利亚虎的大，体侧还常出现菱形纹，在亚种老虎中体型较小。华南虎以草食性动物野猪、鹿、狍等为食，是中国的十大濒危动物之一、国家一级保护动物，红色物种名录极度濒危，在野外已灭绝。华南虎仅在中国分布，是中国特有的虎亚种。,"华南虎较其他虎种原始，头骨长度与头骨宽度的比值较大，体型修长，腹部较细。头圆，耳短，四肢粗大有力，尾较长，胸腹部杂有较多的乳白色，全身橙黄色并布满黑色横纹。华南虎的个体较小，是虎类中个体最小的几个亚种之一。.雄虎从头至尾身长约2.5米。体重约150公斤，雌虎从头至尾身长约2.3米，尾长80-100厘米，体重约120公斤。华南虎的毛皮上有既短又窄的条纹，条纹的间距较孟加拉虎、东北虎的大，体侧还常出现菱形纹。更接近老虎的直系祖先——中华古猫。主要生活在中国南方的森林山地。华南虎虽不喜欢长途泅水，却能游过较狭窄的海峡，所以还出现在像厦门等地的岛屿上。多单独生活，不成群，多在夜间活动，嗅觉发达，行动敏捷，善于游泳，但不善于爬树。与其他的虎的亚种相似。华南虎主要是猎食有蹄类动物，最喜欢的体形约为30-400磅，以草食性动物野猪、鹿、狍等为食；雄性华南虎则会攻击较大型的猎物，如黑熊及马来熊等。一般来说，一只老虎的生存至少需要70平方公里的森林，还必须生存有200只梅花鹿、300只羚羊和150只野猪。野生华南虎吃新鲜肉，捕食对象包括野猪、野牛和鹿类，体重30-900公斤不等，野外已经了无踪迹。华南虎的怀孕期约为103天，平均每次可以产两三头幼虎。一般情况下，体质弱的华南虎每次仅产1-3仔，体质好一些的每胎有可能会有2-4仔。产仔最高纪录：一胎5仔。有记录的最大年龄约24岁(雌体) 。该个体的谱系号为“25”，于1966 年在湖南野外捕获，当时约2岁，送到长沙圈养。1980 年转送到重庆，1982年又运到洛阳，于1988年6月9日死去，在圈养条件下生活了22年。华南虎曾几乎遍布中国各个林地，数量也最多。其分布远除华南以外，还包括华东、华中、西南的广阔地区，甚至陕南、陇东、豫西和晋南等个别地区亦曾发现过。如今，野生华南虎存在的可能性已经微乎其微，很多专家都认为，华南虎已于野外灭绝。 该亚种曾广泛分布于华东、华中、华南、西南的广阔地区，以及陕西、陇东、豫西和晋南的个别地区，即湖南、贵州、江西、福建、广东、广西、浙江、湖北、四川、重庆、河南、陕西、山西、甘肃、丽水等地。截至2010年10月，全世界人工饲养华南虎数量共有110只左右。"
