Family,学名,图片,标签,简介,介绍
araceae,天南星科,http://e.hiphotos.baidu.com/baike/s%3D220/sign=53a397ae76c6a7efbd26af24cdfbafe9/94cad1c8a786c917cb8c6048c93d70cf3bc75737.jpg,草本植物 自然 生物物种 植物,天南星科植物为单子叶草本纲槟榔亚纲的一科。该科植物有许多种类可以入药，其中菖蒲属和天南星、一把伞南星、半夏、虎掌、千年健等是有悠久历史的常用中药。芋属、魔芋属植物的块茎常供蔬食，也可代粮，或作工业上的糊料。,草本植物， 天南星科 天南星科(2张)  具块茎或伸长的根茎；稀为攀援灌木或附生藤本，富含苦味水汁或乳汁。叶单1或少数，有时花后出现，通常基生，如茎生则为互生，二列或螺旋状排列，叶柄基部或一部分鞘状；叶片全缘时多为箭形、戟形，或掌状、鸟足状、羽状或放射状分裂；大都具网状脉，稀具平行脉（如菖蒲属 Acorus）。花小或微小，常极臭，排列为肉穗花序；花序外面有佛焰苞包围。花两性或单性。花单性时雌雄同株（同花序）或异株。雌雄同序者雌花居于花序的下部，雄花居于雌花群之上。两性花有花被或否。花被如存在则为2轮，花被片2枚或3枚，整齐或不整齐的覆瓦状排列，常倒卵形，先端拱形内弯；稀合生成坛状。雄蕊通常与花被片同数且与之对生、分离；在无花被的花中；雄蕊2-4-8或多数，分离或合生为雄蕊柱；花药2室，药室对生或近对生，室孔纵长；花粉分离或集成条状；花粉粒头状椭圆形或长圆形，光滑。假雄蕊（不育雄蕊）常存在；在雌花序中围绕雌蕊（泉七属Steudnera 的一些种），有时单一、位于雌蕊下部（千年健属 Homalomena）；在雌雄同序的情况下，有时多数位于雌花群之上（犁头尖属 Typhonium），或常合生成假雄蕊柱（如海芋属Alocasia），但经常完全退废，这时全部假雄蕊合生且与肉穗花序轴的上部形成海绵质的附属器。
