Family,学名,图片,标签,简介,介绍
ornithorhynchidae,鸭嘴兽科,http://e.hiphotos.baidu.com/baike/w%3D268%3Bg%3D0/sign=e36cfc70251f95caa6f595b0f12c1803/91529822720e0cf3a3acb7f50a46f21fbe09aa61.jpg,自然 生物物种 动物,鸭嘴兽科(Ornithorhynchidae)是单孔目的一科。该科仅鸭嘴兽Orhithorhychus anatinus一种，是单孔目中人们最熟悉的代表，仅分布于澳洲大陆东南部和塔斯马尼亚岛，是澳洲的象征性动物之一。,"澳大利亚的单孔类哺乳动物，最奇特的要数鸭嘴兽。所谓单孔类动物，是指处于爬虫类动物与哺乳类 动物中间的一种动物。它虽比爬虫类动物进步，但尚未进化到哺乳类动物。两者相同之处在于都用肺呼吸，身上长毛，且是热血；而单孔类动物又以产卵方式繁殖，因此保留了爬虫类动物的重要特性。凡见过鸭嘴兽的人都说它长得实在太怪异了。当初英国移民进入澳大利亚发现鸭嘴兽时，惊呼其为“不可思议的动物”。鸭嘴兽长约40厘米，全身裹着柔软褐色的浓密短毛，脑颅与针鼹相比，较小，大脑呈半球状，光滑无回。四肢很短，五趾具钩爪，趾间有薄膜似的蹼，酷似鸭足,在行走或挖掘时，蹼反方向褶于掌部。吻部扁平，形似鸭嘴，嘴内有宽的角质牙龈，但没有牙齿,尾大而扁平，占体长的1/4，在水里游泳时起着舵的作用。"
