Genus,学名,图片,标签,简介,介绍
actinomyces,放线菌属,http://g.hiphotos.baidu.com/baike/s%3D235/sign=ff361107cb177f3e1434fb0e45ce3bb9/e7cd7b899e510fb321daf426db33c895d0430cbb.jpg,自然 细菌 生物物种 微生物,放线菌属无芽孢、无运动性、非抗酸性、呈分枝状或棍棒状的革兰氏染色阳性杆菌。,"放线菌科 属无芽孢、无运动性、非抗酸性、呈分枝状或棍棒状的革兰氏染色阳性杆菌。菌体大小0.6×(3～4)微米,糖类发酵产酸不产气，不形成吲哚,无尿素酶,厌氧或兼性厌氧,二氧化碳能促进生长。有5个种,其中对人和动物致病的主要是伊氏放线菌和牛放线菌."
